Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Difference
Triglycerides	Autoantibodies	0.279279	0.4	1	2	1
Triglycerides	BehcetSyndrome	0.279279	0.0909091	36	37	1
Triglycerides	BipolarDisorder	0.279279	0.313253	2	3	1
Triglycerides	BloodGlucose	0.279279	0.2	1	2	1
Triglycerides	BloodPressure	0.279279	0.289116	41	69	28
Triglycerides	BloodProteins	0.279279	0.153846	3	4	1
Triglycerides	BodyHeight	0.279279	0.339093	45	47	2
Triglycerides	BodyMassIndex	0.279279	0.365989	40	57	17
Triglycerides	BodyWeight	0.279279	0.335878	8	20	12
Triglycerides	BoneDensity	0.279279	0.231405	3	5	2
Triglycerides	Brain	0.279279	0.28	1	2	1
Triglycerides	BreastNeoplasms	0.279279	0.298319	41	47	6
Triglycerides	C_ReactiveProtein	0.279279	0.11194	65	72	7
Triglycerides	CarcinomaBasalCell	0.279279	0.329412	36	37	1
Triglycerides	Cardiomegaly	0.279279	0.65	1	3	2
Triglycerides	CarotidArteryDiseases	0.279279	0.266667	2	4	2
Triglycerides	CeliacDisease	0.279279	0.3125	1	5	4
Triglycerides	CerebralCortex	0.279279	0.375	3	4	1
Triglycerides	CerebrospinalFluid	0.279279	0.351648	2	4	2
Triglycerides	ChildDevelopmentDisordersPervasive	0.279279	0.166667	1	2	1
Triglycerides	CholangitisSclerosing	0.279279	0.40625	1	2	1
Triglycerides	Cholesterol	0.279279	0.231527	41	59	18
Triglycerides	CholesterolHDL	0.279279	0.253472	58	92	34
Triglycerides	CholesterolLDL	0.279279	0.366102	25	30	5
Triglycerides	ClinicalLaboratoryTechniques	0.279279	0.2	1	2	1
Triglycerides	Clozapine	0.279279	0.0227273	36	37	1
Triglycerides	Coffee	0.279279	0.307692	2	5	3
Triglycerides	CognitionDisorders	0.279279	0.230769	4	7	3
Triglycerides	CognitiveDysfunction	0.279279	0.212121	2	4	2
Triglycerides	ColitisUlcerative	0.279279	0.298507	4	11	7
Triglycerides	ColorectalNeoplasms	0.279279	0.296296	1	2	1
Triglycerides	ComplementC4	0.279279	0.307692	1	5	4
Triglycerides	CoronaryDisease	0.279279	0.338983	29	40	11
Triglycerides	Creatinine	0.279279	0.324675	4	5	1
Triglycerides	CrohnDisease	0.279279	0.254826	43	48	5
Triglycerides	Cryoglobulinemia	0.279279	0.210526	1	5	4
Triglycerides	DepressiveDisorder	0.279279	0.152778	3	4	1
Triglycerides	DermatitisAtopic	0.279279	0.110092	36	37	1
Triglycerides	DiabetesMellitus	0.279279	0.244444	28	38	10
Triglycerides	DiabetesMellitusType1	0.279279	0.264706	1	5	4
Triglycerides	DiabetesMellitusType2	0.279279	0.149425	5	7	2
Triglycerides	DrugHypersensitivitySyndrome	0.279279	0.0185185	36	37	1
Triglycerides	Echocardiography	0.279279	0.349398	6	21	15
Triglycerides	Education	0.279279	0.317881	3	5	2
Triglycerides	Electrocardiography	0.279279	0.3	30	45	15
Triglycerides	Emphysema	0.279279	0.166667	1	3	2
Triglycerides	EsophagealNeoplasms	0.279279	0.230769	2	3	1
Triglycerides	EssentialTremor	0.279279	0.3	3	6	3
Triglycerides	Fibrinogen	0.279279	0.204819	10	12	2
Triglycerides	Fluorescence	0.279279	0.333333	2	3	1
Triglycerides	GlomerularFiltrationRate	0.279279	0.288889	6	7	1
Triglycerides	GlomerulonephritisMembranous	0.279279	0.0208333	36	37	1
Triglycerides	Glucose	0.279279	0.244898	34	51	17
Triglycerides	GlucoseToleranceTest	0.279279	0.166667	2	3	1
Triglycerides	Gout	0.279279	0.397059	2	4	2
Triglycerides	HIV_1	0.279279	0.0512821	40	41	1
Triglycerides	Health	0.279279	0.333333	2	3	1
Triglycerides	HeartFailure	0.279279	0.209302	27	37	10
Triglycerides	HeartRate	0.279279	0.272727	6	15	9
Triglycerides	Hematocrit	0.279279	0.317073	30	45	15
Triglycerides	HepatitisBChronic	0.279279	0.151515	1	5	4
Triglycerides	HepatitisCChronic	0.279279	0.208333	1	5	4
Triglycerides	Hip	0.279279	0.439114	7	9	2
Triglycerides	Hydrochlorothiazide	0.279279	0.333333	2	4	2
Triglycerides	HydroxymethylglutarylCoAReductases	0.279279	0.166667	6	7	1
Triglycerides	Hypertriglyceridemia	0.279279	0.214286	5	6	1
Triglycerides	Hypothyroidism	0.279279	0.192308	2	4	2
Triglycerides	Inflammation	0.279279	0.4	2	4	2
Triglycerides	InfluenzaAvirus	0.279279	0.666667	1	3	2
Triglycerides	Insulin	0.279279	0.0882353	2	3	1
Triglycerides	Interleukin_6	0.279279	0.25	1	3	2
Triglycerides	Iron	0.279279	0.166667	3	5	2
Triglycerides	JointInstability	0.279279	0.571429	2	17	15
Triglycerides	Leprosy	0.279279	0.0425532	37	38	1
Triglycerides	Leukocytes	0.279279	0.0136986	36	37	1
Triglycerides	LewyBodyDisease	0.279279	0.5	1	2	1
Triglycerides	Lipids	0.279279	0.303571	17	26	9
Triglycerides	Lipoproteins	0.279279	0.727273	13	22	9
Triglycerides	LipoproteinsVLDL	0.279279	0.196429	5	7	2
Triglycerides	LiverCirrhosisBiliary	0.279279	0.216667	1	3	2
Triglycerides	Longevity	0.279279	0.26087	3	4	1
Triglycerides	LupusErythematosusSystemic	0.279279	0.255605	37	42	5
Triglycerides	LymphomaLargeB_CellDiffuse	0.279279	0.0238095	36	37	1
Triglycerides	MacularDegeneration	0.279279	0.454545	10	16	6
Triglycerides	MeanPlateletVolume	0.279279	0.236842	2	4	2
Triglycerides	Menarche	0.279279	0.189394	2	3	1
Triglycerides	MetabolicSyndromeX	0.279279	0.342857	10	17	7
Triglycerides	Metabolism	0.279279	0.375839	21	33	12
Triglycerides	Mortality	0.279279	0.23913	27	37	10
Triglycerides	Myopia	0.279279	0.52381	2	3	1
Triglycerides	NasopharyngealNeoplasms	0.279279	0.038961	36	37	1
Triglycerides	Neoplasms	0.279279	0.207547	27	37	10
Triglycerides	Neuroimaging	0.279279	0.4	3	5	2
Triglycerides	Neuroticism	0.279279	0.185185	1	2	1
Triglycerides	Neutrophils	0.279279	0.0612245	36	37	1
Triglycerides	Obesity	0.279279	0.176471	6	7	1
Triglycerides	Peroxidases	0.279279	0.4	1	5	4
Triglycerides	PlasminogenActivatorInhibitor1	0.279279	0.142857	1	2	1
Triglycerides	PlateletCount	0.279279	0.150943	40	43	3
Triglycerides	PlateletFunctionTests	0.279279	0.321212	10	11	1
Triglycerides	PolycysticOvarySyndrome	0.279279	0.366667	1	2	1
Triglycerides	Prostate_SpecificAntigen	0.279279	0.230769	1	2	1
Triglycerides	ProstaticNeoplasms	0.279279	0.295082	1	5	4
Triglycerides	Psoriasis	0.279279	0.222222	37	42	5
Triglycerides	Pulse	0.279279	0.153846	3	5	2
Triglycerides	ReceptorsLeptin	0.279279	0.5	1	2	1
Triglycerides	RenalInsufficiencyChronic	0.279279	0.125	2	3	1
Triglycerides	Schizophrenia	0.279279	0.396783	44	56	12
Triglycerides	SclerodermaSystemic	0.279279	0.205882	1	5	4
Triglycerides	SerologicTests	0.279279	0.4	1	3	2
Triglycerides	SexCharacteristics	0.279279	0	1	2	1
Triglycerides	Stroke	0.279279	0.178571	30	40	10
Triglycerides	Survival	0.279279	0.238095	2	3	1
Triglycerides	ThyroidHormones	0.279279	0.0232558	36	37	1
Triglycerides	Thyrotropin	0.279279	0.125	2	4	2
Triglycerides	Toluene24_Diisocyanate	0.279279	0.357143	1	2	1
Triglycerides	Tonsillectomy	0.279279	0.128571	37	40	3
Triglycerides	Transferrin	0.279279	0.230769	3	5	2
Triglycerides	Triglycerides	0.279279	0.279279	156	222	66
Triglycerides	UricAcid	0.279279	0.325581	7	9	2
Triglycerides	UrinaryBladderNeoplasms	0.279279	0.153846	2	3	1
Triglycerides	Urine	0.279279	0.125	2	3	1
Triglycerides	VaccinePotency	0.279279	0.49375	2	3	1
Triglycerides	VaricoseVeins	0.279279	0.235294	1	2	1
Triglycerides	VascularCalcification	0.279279	0.232558	9	13	4
Triglycerides	VascularEndothelialGrowthFactors	0.279279	0.25	3	6	3
Triglycerides	Vitiligo	0.279279	0.0862069	36	37	1
Triglycerides	Voice	0.279279	0.25	2	4	2
Triglycerides	WaistCircumference	0.279279	0.571429	7	9	2
Triglycerides	Waist_HipRatio	0.279279	0.166667	6	7	1
Triglycerides	WetMacularDegeneration	0.279279	0.453125	7	9	2
Triglycerides	apolipoproteinA_IV	0.279279	0.25	2	3	1
Triglycerides	beta2_Microglobulin	0.279279	0.038961	36	37	1
Triglycerides	gamma_Glutamyltransferase	0.279279	0.153846	2	5	3
Triglycerides	hemoglobinA1cproteinhuman	0.279279	0.0526316	1	2	1
Triglycerides	oxidizedlowdensitylipoprotein	0.279279	0.75	1	4	3
Triglycerides	tauProteins	0.279279	0.642857	1	2	1
Trypanosomacruzi	Antibodies	0.690141	0.0526316	1	2	1
Trypanosomacruzi	BodyMassIndex	0.690141	0.365989	1	2	1
Trypanosomacruzi	CholesterolLDL	0.690141	0.366102	2	38	36
Trypanosomacruzi	ColorectalNeoplasms	0.690141	0.296296	1	2	1
Trypanosomacruzi	CoronaryArteryDisease	0.690141	0.5	1	12	11
Trypanosomacruzi	Cytokines	0.690141	0.571429	1	36	35
Trypanosomacruzi	Electrocardiography	0.690141	0.3	18	56	38
Trypanosomacruzi	HIV_1	0.690141	0.0512821	1	2	1
Trypanosomacruzi	HeartFunctionTests	0.690141	0.142857	1	2	1
Trypanosomacruzi	LipoproteinsVLDL	0.690141	0.196429	2	3	1
Trypanosomacruzi	Parasitemia	0.690141	0.916667	1	12	11
Trypanosomacruzi	PeripheralNervousSystemDiseases	0.690141	0.166667	1	2	1
Trypanosomacruzi	PlateletFunctionTests	0.690141	0.321212	6	41	35
Trypanosomacruzi	ReceptorsTumorNecrosisFactorTypeII	0.690141	0.857143	1	36	35
Trypanosomacruzi	ReverseTranscriptaseInhibitors	0.690141	0.103448	1	2	1
Trypanosomacruzi	Trypanosomacruzi	0.690141	0.690141	22	71	49
Trypanosomacruzi	VaccinePotency	0.690141	0.49375	1	36	35
Tuberculosis	Asthma	0.357143	0.229885	1	3	2
Tuberculosis	ChemicalandDrugInducedLiverInjury	0.357143	0.1875	2	4	2
Tuberculosis	Nose	0.357143	0.521739	1	3	2
Tuberculosis	PlateletFunctionTests	0.357143	0.321212	2	5	3
Tuberculosis	Tuberculosis	0.357143	0.357143	9	14	5
TumorNecrosisFactors	Amyotrophiclateralsclerosis1	0.8	0.347826	1	7	6
TumorNecrosisFactors	Aorta	0.8	0.619048	1	2	1
TumorNecrosisFactors	ArterialPressure	0.8	0.176471	1	7	6
TumorNecrosisFactors	ArthritisRheumatoid	0.8	0.208633	1	7	6
TumorNecrosisFactors	Asthma	0.8	0.229885	1	2	1
TumorNecrosisFactors	AttentionDeficitDisorderwithHyperactivity	0.8	0.272727	1	7	6
TumorNecrosisFactors	Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	0.8	0.272727	1	2	1
TumorNecrosisFactors	BrainMapping	0.8	0.75	1	7	6
TumorNecrosisFactors	CholangitisSclerosing	0.8	0.40625	1	7	6
TumorNecrosisFactors	Longevity	0.8	0.26087	1	2	1
TumorNecrosisFactors	MyocardialInfarction	0.8	0.418182	1	2	1
TumorNecrosisFactors	PolychlorinatedBiphenyls	0.8	0.357143	1	2	1
TumorNecrosisFactors	TumorNecrosisFactors	0.8	0.8	3	10	7
TumorNecrosisFactors	lipoproteinA_I	0.8	0.227273	1	2	1
UricAcid	3_hydroxy_1_methylpropylmercapturicacid	0.325581	0.166667	3	5	2
UricAcid	Adiponectin	0.325581	0.111111	1	2	1
UricAcid	Age_RelatedHearingImpairment1	0.325581	0.234375	1	7	6
UricAcid	AminoAcids	0.325581	0.147059	3	4	1
UricAcid	Anthropometry	0.325581	0.2	1	2	1
UricAcid	Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	0.325581	0.272727	1	2	1
UricAcid	BloodCells	0.325581	0.285714	1	2	1
UricAcid	BodyHeight	0.325581	0.339093	7	16	9
UricAcid	BodyMassIndex	0.325581	0.365989	13	15	2
UricAcid	Breast	0.325581	0.357143	1	7	6
UricAcid	BreastNeoplasms	0.325581	0.298319	2	8	6
UricAcid	C_ReactiveProtein	0.325581	0.11194	5	6	1
UricAcid	CardiovascularDiseases	0.325581	0.410256	2	13	11
UricAcid	CarotidArteryDiseases	0.325581	0.266667	2	3	1
UricAcid	CerebrospinalFluid	0.325581	0.351648	2	13	11
UricAcid	Cholesterol	0.325581	0.231527	4	5	1
UricAcid	CholesterolHDL	0.325581	0.253472	5	6	1
UricAcid	CholesterolLDL	0.325581	0.366102	7	15	8
UricAcid	CognitionDisorders	0.325581	0.230769	1	2	1
UricAcid	CognitiveDysfunction	0.325581	0.212121	1	2	1
UricAcid	ColitisUlcerative	0.325581	0.298507	2	3	1
UricAcid	CoronaryDisease	0.325581	0.338983	4	5	1
UricAcid	Creatinine	0.325581	0.324675	8	16	8
UricAcid	Dehydroepiandrosterone	0.325581	0.814815	2	13	11
UricAcid	DiabetesMellitusType2	0.325581	0.149425	2	3	1
UricAcid	Echocardiography	0.325581	0.349398	2	3	1
UricAcid	Endometriosis	0.325581	0.333333	1	2	1
UricAcid	GastrointestinalMicrobiome	0.325581	0.240506	4	16	12
UricAcid	GlomerularFiltrationRate	0.325581	0.288889	8	16	8
UricAcid	Glucose	0.325581	0.244898	4	5	1
UricAcid	HemoglobinAGlycosylated	0.325581	0.285714	1	2	1
UricAcid	Hip	0.325581	0.439114	5	7	2
UricAcid	Hypothyroidism	0.325581	0.192308	2	4	2
UricAcid	MacularDegeneration	0.325581	0.454545	3	11	8
UricAcid	Microbiota	0.325581	0.333333	2	13	11
UricAcid	Mortality	0.325581	0.23913	3	4	1
UricAcid	MyastheniaGravis	0.325581	0.2	1	2	1
UricAcid	Overweight	0.325581	0.631579	8	19	11
UricAcid	PlateletFunctionTests	0.325581	0.321212	7	22	15
UricAcid	PolychlorinatedBiphenyls	0.325581	0.357143	1	3	2
UricAcid	PolycysticOvarySyndrome	0.325581	0.366667	1	2	1
UricAcid	Prostate_SpecificAntigen	0.325581	0.230769	3	4	1
UricAcid	RenalInsufficiencyChronic	0.325581	0.125	5	7	2
UricAcid	SexCharacteristics	0.325581	0	1	2	1
UricAcid	Sleep	0.325581	0.125	1	2	1
UricAcid	Smoking	0.325581	0.258824	6	8	2
UricAcid	Thyrotropin	0.325581	0.125	4	6	2
UricAcid	Triglycerides	0.325581	0.279279	7	9	2
UricAcid	UricAcid	0.325581	0.325581	60	86	26
UricAcid	VascularEndothelialGrowthFactors	0.325581	0.25	1	2	1
UricAcid	VitaminK	0.325581	0.545455	2	13	11
UricAcid	WaistCircumference	0.325581	0.571429	2	3	1
UricAcid	Waist_HipRatio	0.325581	0.166667	2	3	1
UricAcid	WetMacularDegeneration	0.325581	0.453125	1	2	1
UricAcid	tauProteins	0.325581	0.642857	2	13	11
UrinaryIncontinence	BipolarDisorder	0.333333	0.313253	1	2	1
UrinaryIncontinence	DepressiveDisorder	0.333333	0.152778	1	2	1
UrinaryIncontinence	PsychiatricStatusRatingScales	0.333333	0.5	1	2	1
UrinaryIncontinence	Schizophrenia	0.333333	0.396783	1	2	1
UrinaryIncontinence	UrinaryIncontinence	0.333333	0.333333	2	3	1
VaccinePotency	AgeofOnset	0.49375	0.297297	3	15	12
VaccinePotency	Alopecia	0.49375	0.210526	1	4	3
VaccinePotency	AlzheimerDisease	0.49375	0.246154	17	29	12
VaccinePotency	AntipsychoticAgents	0.49375	0.111111	1	2	1
VaccinePotency	ApolipoproteinsB	0.49375	0.166667	2	3	1
VaccinePotency	BipolarDisorder	0.49375	0.313253	2	3	1
VaccinePotency	BloodGlucose	0.49375	0.2	1	2	1
VaccinePotency	BloodProteins	0.49375	0.153846	1	2	1
VaccinePotency	BodyHeight	0.49375	0.339093	8	9	1
VaccinePotency	BodyMassIndex	0.49375	0.365989	6	7	1
VaccinePotency	C_ReactiveProtein	0.49375	0.11194	1	2	1
VaccinePotency	CarotidArteryDiseases	0.49375	0.266667	1	2	1
VaccinePotency	CeliacDisease	0.49375	0.3125	2	5	3
VaccinePotency	Cholesterol	0.49375	0.231527	6	7	1
VaccinePotency	CholesterolLDL	0.49375	0.366102	6	41	35
VaccinePotency	Cytokines	0.49375	0.571429	54	126	72
VaccinePotency	DepressiveDisorder	0.49375	0.152778	4	5	1
VaccinePotency	DiabetesMellitusType1	0.49375	0.264706	18	21	3
VaccinePotency	EicosapentaenoicAcid	0.49375	0.285714	1	4	3
VaccinePotency	Electrocardiography	0.49375	0.3	6	41	35
VaccinePotency	EsophagealNeoplasms	0.49375	0.230769	2	5	3
VaccinePotency	EsophagealSquamousCellCarcinoma	0.49375	0.173913	16	20	4
VaccinePotency	Hip	0.49375	0.439114	4	5	1
VaccinePotency	LipoproteinsVLDL	0.49375	0.196429	3	5	2
VaccinePotency	Neuroimaging	0.49375	0.4	1	2	1
VaccinePotency	PlateletFunctionTests	0.49375	0.321212	10	46	36
VaccinePotency	PsychotropicDrugs	0.49375	0.25	1	2	1
VaccinePotency	ReceptorsTumorNecrosisFactorTypeII	0.49375	0.857143	1	36	35
VaccinePotency	Schizophrenia	0.49375	0.396783	17	18	1
VaccinePotency	Smoking	0.49375	0.258824	4	7	3
VaccinePotency	Stroke	0.49375	0.178571	2	3	1
VaccinePotency	Triglycerides	0.49375	0.279279	2	3	1
VaccinePotency	Trypanosomacruzi	0.49375	0.690141	1	36	35
VaccinePotency	VaccinePotency	0.49375	0.49375	81	160	79
VaccinePotency	VaricoseVeins	0.49375	0.235294	3	4	1
VaccinePotency	VenousThromboembolism	0.49375	0.125	1	3	2
VaccinePotency	VitaminD	0.49375	0.266667	2	5	3
VaccinePotency	WaistCircumference	0.49375	0.571429	1	2	1
VaccinePotency	WhiteMatter	0.49375	0.190476	2	3	1
VascularEndothelialGrowthFactors	Adiponectin	0.25	0.111111	1	2	1
VascularEndothelialGrowthFactors	Anthropometry	0.25	0.2	1	2	1
VascularEndothelialGrowthFactors	BodyMassIndex	0.25	0.365989	1	2	1
VascularEndothelialGrowthFactors	BoneDensity	0.25	0.231405	2	4	2
VascularEndothelialGrowthFactors	Cardiomegaly	0.25	0.65	1	3	2
VascularEndothelialGrowthFactors	Cholesterol	0.25	0.231527	1	2	1
VascularEndothelialGrowthFactors	CholesterolHDL	0.25	0.253472	2	3	1
VascularEndothelialGrowthFactors	CholesterolLDL	0.25	0.366102	1	2	1
VascularEndothelialGrowthFactors	ColitisUlcerative	0.25	0.298507	1	2	1
VascularEndothelialGrowthFactors	CoronaryDisease	0.25	0.338983	1	2	1
VascularEndothelialGrowthFactors	Creatinine	0.25	0.324675	1	2	1
VascularEndothelialGrowthFactors	DiabetesMellitusType2	0.25	0.149425	1	2	1
VascularEndothelialGrowthFactors	Education	0.25	0.317881	2	4	2
VascularEndothelialGrowthFactors	GlomerularFiltrationRate	0.25	0.288889	1	2	1
VascularEndothelialGrowthFactors	Hydrochlorothiazide	0.25	0.333333	1	3	2
VascularEndothelialGrowthFactors	Hypothyroidism	0.25	0.192308	1	2	1
VascularEndothelialGrowthFactors	MacularDegeneration	0.25	0.454545	1	2	1
VascularEndothelialGrowthFactors	MeanPlateletVolume	0.25	0.236842	2	4	2
VascularEndothelialGrowthFactors	PlateletCount	0.25	0.150943	3	5	2
VascularEndothelialGrowthFactors	Prostate_SpecificAntigen	0.25	0.230769	2	3	1
VascularEndothelialGrowthFactors	Pulse	0.25	0.153846	1	3	2
VascularEndothelialGrowthFactors	RenalInsufficiencyChronic	0.25	0.125	1	2	1
VascularEndothelialGrowthFactors	Schizophrenia	0.25	0.396783	1	3	2
VascularEndothelialGrowthFactors	SexCharacteristics	0.25	0	1	2	1
VascularEndothelialGrowthFactors	Thyrotropin	0.25	0.125	1	2	1
VascularEndothelialGrowthFactors	Triglycerides	0.25	0.279279	3	6	3
VascularEndothelialGrowthFactors	UricAcid	0.25	0.325581	1	2	1
VascularEndothelialGrowthFactors	VascularEndothelialGrowthFactors	0.25	0.25	8	12	4
VascularEndothelialGrowthFactors	WaistCircumference	0.25	0.571429	1	2	1
VascularEndothelialGrowthFactors	Waist_HipRatio	0.25	0.166667	1	2	1
VascularEndothelialGrowthFactors	WetMacularDegeneration	0.25	0.453125	1	2	1
VascularStiffness	BodyWeight	0.916667	0.335878	1	12	11
VascularStiffness	CoronaryDisease	0.916667	0.338983	1	12	11
VascularStiffness	VascularStiffness	0.916667	0.916667	1	12	11
VitaminD	Alopecia	0.266667	0.210526	1	4	3
VitaminD	EicosapentaenoicAcid	0.266667	0.285714	1	4	3
VitaminD	EsophagealNeoplasms	0.266667	0.230769	1	4	3
VitaminD	EsophagealSquamousCellCarcinoma	0.266667	0.173913	1	4	3
VitaminD	Smoking	0.266667	0.258824	2	5	3
VitaminD	VaccinePotency	0.266667	0.49375	2	5	3
VitaminD	VitaminD	0.266667	0.266667	11	15	4
VitaminK	C_ReactiveProtein	0.545455	0.11194	1	2	1
VitaminK	CardiovascularDiseases	0.545455	0.410256	3	14	11
VitaminK	CerebrospinalFluid	0.545455	0.351648	2	13	11
VitaminK	Dehydroepiandrosterone	0.545455	0.814815	2	13	11
VitaminK	GastrointestinalMicrobiome	0.545455	0.240506	1	12	11
VitaminK	Microbiota	0.545455	0.333333	1	12	11
VitaminK	Overweight	0.545455	0.631579	2	13	11
VitaminK	PlateletFunctionTests	0.545455	0.321212	2	13	11
VitaminK	UricAcid	0.545455	0.325581	2	13	11
VitaminK	VitaminK	0.545455	0.545455	10	22	12
VitaminK	tauProteins	0.545455	0.642857	2	13	11
Voice	ApolipoproteinsE	0.25	0.6	1	2	1
Voice	AudiometryPure_Tone	0.25	0.318182	2	4	2
Voice	C_ReactiveProtein	0.25	0.11194	2	4	2
Voice	CarotidArteryDiseases	0.25	0.266667	1	2	1
Voice	CerebrospinalFluid	0.25	0.351648	1	2	1
Voice	CholesterolHDL	0.25	0.253472	1	2	1
Voice	Echocardiography	0.25	0.349398	2	4	2
Voice	Fibrinogen	0.25	0.204819	2	4	2
Voice	Glucose	0.25	0.244898	2	4	2
Voice	HeartRate	0.25	0.272727	1	2	1
Voice	Inflammation	0.25	0.4	2	4	2
Voice	Obesity	0.25	0.176471	1	2	1
Voice	PlateletFunctionTests	0.25	0.321212	2	3	1
Voice	ReceptorsLeptin	0.25	0.5	1	2	1
Voice	Triglycerides	0.25	0.279279	2	4	2
Voice	Voice	0.25	0.25	6	8	2
WaistCircumference	Adiponectin	0.571429	0.111111	1	2	1
WaistCircumference	Age_RelatedHearingImpairment1	0.571429	0.234375	5	7	2
WaistCircumference	Angiotensin_ConvertingEnzymeInhibitors	0.571429	0.0909091	1	2	1
WaistCircumference	Anthropometry	0.571429	0.2	1	2	1
WaistCircumference	ArthritisJuvenile	0.571429	0.444444	1	5	4
WaistCircumference	Asthma	0.571429	0.229885	1	5	4
WaistCircumference	AtrialFibrillation	0.571429	0.229167	2	3	1
WaistCircumference	AttentionDeficitDisorderwithHyperactivity	0.571429	0.272727	1	2	1
WaistCircumference	Autoantibodies	0.571429	0.4	1	2	1
WaistCircumference	AutoimmuneDiseases	0.571429	0.346939	1	5	4
WaistCircumference	BipolarDisorder	0.571429	0.313253	1	2	1
WaistCircumference	BloodPressure	0.571429	0.289116	4	5	1
WaistCircumference	BodyHeight	0.571429	0.339093	39	120	81
WaistCircumference	BodyMassIndex	0.571429	0.365989	65	168	103
WaistCircumference	BodyWeight	0.571429	0.335878	5	6	1
WaistCircumference	BoneDensity	0.571429	0.231405	3	4	1
WaistCircumference	BreastNeoplasms	0.571429	0.298319	2	3	1
WaistCircumference	CeliacDisease	0.571429	0.3125	1	5	4
WaistCircumference	ChildDevelopmentDisordersPervasive	0.571429	0.166667	1	2	1
WaistCircumference	CholangitisSclerosing	0.571429	0.40625	1	2	1
WaistCircumference	Cholesterol	0.571429	0.231527	3	4	1
WaistCircumference	CholesterolHDL	0.571429	0.253472	9	13	4
WaistCircumference	CleftLip	0.571429	0.40625	2	3	1
WaistCircumference	CleftPalate	0.571429	0.419355	2	3	1
WaistCircumference	ClinicalLaboratoryTechniques	0.571429	0.2	1	2	1
WaistCircumference	ColitisUlcerative	0.571429	0.298507	3	8	5
WaistCircumference	ColorectalNeoplasms	0.571429	0.296296	3	4	1
WaistCircumference	CommonVariableImmunodeficiency	0.571429	0.382353	1	5	4
WaistCircumference	CornealTopography	0.571429	0.632353	1	5	4
WaistCircumference	CoronaryArteryDisease	0.571429	0.5	2	6	4
WaistCircumference	CoronaryDisease	0.571429	0.338983	5	11	6
WaistCircumference	Creatinine	0.571429	0.324675	3	5	2
WaistCircumference	CrohnDisease	0.571429	0.254826	5	11	6
WaistCircumference	Crown_RumpLength	0.571429	0.5	1	2	1
WaistCircumference	Cytokines	0.571429	0.571429	1	2	1
WaistCircumference	DentalCaries	0.571429	0.411765	1	2	1
WaistCircumference	DepressiveDisorder	0.571429	0.152778	2	3	1
WaistCircumference	DiabetesMellitus	0.571429	0.244444	2	3	1
WaistCircumference	DiabetesMellitusType1	0.571429	0.264706	2	6	4
WaistCircumference	DiabetesMellitusType2	0.571429	0.149425	5	7	2
WaistCircumference	Education	0.571429	0.317881	2	9	7
WaistCircumference	Electrocardiography	0.571429	0.3	5	8	3
WaistCircumference	Eyebrows	0.571429	0.171429	1	2	1
WaistCircumference	GlomerularFiltrationRate	0.571429	0.288889	2	3	1
WaistCircumference	Glucose	0.571429	0.244898	2	3	1
WaistCircumference	GlucoseToleranceTest	0.571429	0.166667	1	2	1
WaistCircumference	HeartFailure	0.571429	0.209302	2	3	1
WaistCircumference	Hematocrit	0.571429	0.317073	2	3	1
WaistCircumference	Hip	0.571429	0.439114	33	111	78
WaistCircumference	Hypersensitivity	0.571429	0.309524	2	6	4
WaistCircumference	Hypothyroidism	0.571429	0.192308	1	2	1
WaistCircumference	InflammatoryBowelDiseases	0.571429	0.301471	8	13	5
WaistCircumference	Insulin	0.571429	0.0882353	1	2	1
WaistCircumference	Insulin_LikeGrowthFactorI	0.571429	0.166667	1	3	2
WaistCircumference	LinoleicAcid	0.571429	0.852941	2	60	58
WaistCircumference	Lipids	0.571429	0.303571	2	3	1
WaistCircumference	LungVolumeMeasurements	0.571429	0.219178	6	11	5
WaistCircumference	LupusErythematosusSystemic	0.571429	0.255605	1	5	4
WaistCircumference	MacularDegeneration	0.571429	0.454545	2	3	1
WaistCircumference	Mortality	0.571429	0.23913	2	3	1
WaistCircumference	MyocardialInfarction	0.571429	0.418182	2	6	4
WaistCircumference	Myopia	0.571429	0.52381	2	14	12
WaistCircumference	Neoplasms	0.571429	0.207547	2	3	1
WaistCircumference	Neuroticism	0.571429	0.185185	1	2	1
WaistCircumference	Obesity	0.571429	0.176471	10	11	1
WaistCircumference	PancreaticCarcinoma	0.571429	0.2	1	2	1
WaistCircumference	PlateletFunctionTests	0.571429	0.321212	8	11	3
